,#,Currency,Pair,Price,+2% Depth,-2% Depth,Volume,Volume %,Liquidity,Updated
777,778,Steem,STEEM/USDT,$0.2678,"$8,730.39","$22,046.48","$514,472",0.00%,564,Recently
778,779,BitTorrent-New,BTTC/BUSD,$0.000001092,"$40,030.81","$31,501.29","$575,779",0.00%,904,Recently
779,780,XRP,XRP/AUD,$0.4165,"$2,453.98","$107,128.33","$504,282",0.00%,674,Recently
780,781,DeXe,DEXE/USDT,$3.55,"$1,988.07","$15,544.75","$489,135",0.00%,762,Recently
781,782,AS Roma Fan Token,ASR/BTC,$1.98,"$1,471.15","$8,204.58","$488,533",0.00%,572,Recently
782,783,Manchester City Fan Token,CITY/BNB,$6.56,"$2,628.23","$6,254.70","$560,836",0.00%,608,Recently
783,784,Kyber Network Crystal v2,KNC/ETH,$2.06,"$13,435.58","$43,854.82","$539,346",0.00%,599,Recently
784,785,JOE,JOE/BUSD,$0.4464,"$4,592.42","$15,600.40","$527,961",0.00%,600,Recently
785,786,Reserve Rights,RSR/BUSD,$0.004303,"$3,486.84","$21,076.60","$515,087",0.00%,906,Recently
786,787,Vulcan Forged PYR,PYR/BTC,$4.73,"$10,814.44","$13,866.85","$561,553",0.00%,556,Recently
787,788,IOTA,IOTA/BUSD,$0.3518,"$14,434.39","$21,143.74","$527,236",0.00%,949,Recently
788,789,Shiba Inu,SHIB/BRL,$0.00001194,"$26,541.26","$21,486.55","$522,746",0.00%,506,Recently
789,790,TRON,TRX/EUR,$0.07225,"$57,635.97","$60,198.78","$518,382",0.00%,648,Recently
790,791,BNB,BNB/AUD,$293.39,"$3,057.54","$8,198.09","$523,279",0.00%,585,Recently
791,792,Litentry,LIT/BUSD,$0.5655,"$6,283.60","$13,999.12","$517,047",0.00%,703,Recently
792,793,Polkastarter,POLS/USDT,$0.6192,"$11,117.64","$38,329.79","$516,379",0.00%,620,Recently
793,794,Mines of Dalarnia,DAR/BTC,$0.4379,"$13,410.84","$17,413.87","$512,285",0.00%,823,Recently
794,795,WINkLink,WIN/BRL,$0.0001431,"$5,108.31","$14,722.80","$518,724",0.00%,868,Recently
795,796,Merit Circle,MC/USDT,$1.02,"$16,954.82","$155,425.50","$520,114",0.00%,761,Recently
796,797,Mirror Protocol,MIR/BUSD,$0.2419,"$7,164.57","$12,802.97","$522,716",0.00%,841,Recently
797,798,WINkLink,WIN/BUSD,$0.0001422,"$6,504.34","$9,247.73","$498,764",0.00%,511,Recently
798,799,Dent,DENT/TRY,$0.001032,"$2,830.42","$11,022.52","$488,869",0.00%,558,Recently
799,800,LTO Network,LTO/BTC,$0.1009,"$7,028.24","$9,854.16","$501,707",0.00%,660,Recently
800,801,FTX Token,FTT/BTC,$30.21,"$236,636.68","$241,558.32","$485,179",0.00%,657,Recently
801,802,Klaytn,KLAY/BTC,$0.4081,"$4,960.43","$14,608.03","$481,878",0.00%,924,Recently
802,803,Chiliz,CHZ/BRL,$0.1218,"$15,679.47","$12,502.73","$482,971",0.00%,632,Recently
803,804,OG Fan Token,OG/BTC,$1.88,"$1,325.40","$4,105.81","$488,093",0.00%,887,Recently
804,805,Cosmos,ATOM/TRY,$10.60,"$7,587.68","$6,378.41","$477,815",0.00%,817,Recently
805,806,Kava,KAVA/BTC,$2.40,"$41,106.94","$32,984.55","$480,069",0.00%,830,Recently
806,807,VeChain,VET/BNB,$0.0303,"$31,964.18","$21,794.53","$444,438",0.00%,572,Recently
807,808,Synthetix,SNX/BUSD,$2.57,"$13,194.81","$12,595.26","$477,264",0.00%,646,Recently
808,809,Toko Token,TKO/BIDR,$0.3471,"$5,080.91","$13,010.29","$474,137",0.00%,737,Recently
809,810,MobileCoin,MOB/BUSD,$1.82,"$28,344.50","$61,535.92","$435,759",0.00%,911,Recently
810,811,Compound,COMP/BTC,$65.79,"$27,903.84","$43,701.39","$473,149",0.00%,826,Recently
811,812,yearn.finance,YFI/BUSD,"$9,390.21","$26,297.43","$106,298.97","$476,078",0.00%,524,Recently
812,813,BakeryToken,BAKE/BTC,$0.2604,"$7,061.45","$14,635.81","$469,254",0.00%,798,Recently
813,814,Immutable X,IMX/BTC,$0.838,"$22,021.65","$30,834.68","$466,904",0.00%,545,Recently
814,815,DigiByte,DGB/BUSD,$0.01155,"$4,722.46","$12,087.99","$440,597",0.00%,735,Recently
815,816,Litentry,LIT/BTC,$0.566,"$9,897.58","$6,550.30","$466,771",0.00%,885,Recently
816,817,Nervos Network,CKB/BTC,$0.005047,"$42,277.08","$43,106.53","$465,451",0.00%,666,Recently
817,818,FUNToken,FUN/USDT,$0.008978,"$9,239.41","$20,634.99","$428,496",0.00%,646,Recently
818,819,Frontier,FRONT/BTC,$0.291,"$3,665.09","$9,720.32","$432,458",0.00%,733,Recently
819,820,ApeCoin,APE/AUD,$7.99,"$5,109.20","$20,345.61","$459,784",0.00%,809,Recently
820,821,SafePal,SFP/BUSD,$0.3546,"$7,499.73","$13,117.98","$464,115",0.00%,928,Recently
821,822,WAX,WAXP/BUSD,$0.1206,"$5,125.34","$11,306.09","$430,003",0.00%,797,Recently
822,823,Litecoin,LTC/USDC,$67.77,"$50,371.58","$73,369.42","$456,542",0.00%,879,Recently
823,824,Alpha Venture DAO,ALPHA/BUSD,$0.1463,"$17,128.95","$27,177.30","$458,837",0.00%,927,Recently
824,825,Adventure Gold,AGLD/BTC,$0.5312,"$4,485.42","$8,611.06","$430,681",0.00%,559,Recently
825,826,Ocean Protocol,OCEAN/BUSD,$0.2174,"$3,281.79","$18,285.22","$456,530",0.00%,936,Recently
826,827,FC Porto Fan Token,PORTO/EUR,$2.09,"$2,186.66","$3,955.87","$450,747",0.00%,647,Recently
827,828,Cardano,ADA/BRL,$0.5291,"$18,128.00","$18,740.51","$423,533",0.00%,658,Recently
828,829,PowerPool,CVP/BUSD,$0.3333,"$2,883.12","$6,838.00","$422,643",0.00%,602,Recently
829,830,Ravencoin,RVN/BTC,$0.02919,"$42,547.78","$79,052.66","$418,091",0.00%,916,Recently
830,831,Alpine F1 Team Fan Token,ALPINE/EUR,$3.43,$819.73,"$6,448.74","$454,753",0.00%,916,Recently
831,832,Livepeer,LPT/BUSD,$14.05,"$5,717.62","$9,652.03","$450,151",0.00%,684,Recently
832,833,Polygon,MATIC/TRY,$0.6615,"$19,153.60","$17,648.50","$416,029",0.00%,601,Recently
833,834,TRXUP,TRXUP/USDT,$0.06902,"$172,832.73","$135,485.37","$417,765",0.00%,512,Recently
834,835,IoTeX,IOTX/BTC,$0.02973,"$75,212.33","$71,292.07","$455,442",0.00%,917,Recently
835,836,Algorand,ALGO/BNB,$0.4516,"$7,537.34","$25,040.45","$406,615",0.00%,674,Recently
836,837,Flux,FLUX/BUSD,$0.6595,"$14,449.80","$18,827.33","$417,424",0.00%,528,Recently
837,838,ForTube,FOR/BTC,$0.01897,"$4,887.33","$22,923.76","$413,922",0.00%,727,Recently
838,839,Solana,SOL/BRL,$51.36,"$15,783.79","$13,730.32","$415,436",0.00%,753,Recently
839,840,Ellipsis,EPS/BTC,$0.1443,"$6,226.30","$15,804.44","$402,228",0.00%,579,126 hours ago
840,841,Waltonchain,WTC/BTC,$0.1725,"$5,040.59","$11,045.32","$398,905",0.00%,808,Recently
841,842,Enjin Coin,ENJ/EUR,$0.6738,"$16,177.51","$16,858.54","$405,001",0.00%,676,Recently
842,843,Metal,MTL/BTC,$1.31,"$9,832.78","$14,819.67","$441,448",0.00%,691,Recently
843,844,VITE,VITE/BTC,$0.02285,"$7,429.57","$7,137.07","$402,269",0.00%,636,Recently
844,845,Nano,XNO/USDT,$1.10,"$14,264.33","$24,997.53","$400,013",0.00%,880,Recently
845,846,Measurable Data Token,MDT/BUSD,$0.0327,"$4,645.74","$2,430.15","$392,741",0.00%,763,Recently
846,847,Hive,HIVE/BTC,$0.4915,"$13,165.50","$7,637.96","$390,500",0.00%,947,Recently
847,848,Polkadot,DOT/ETH,$9.91,"$25,092.92","$46,635.08","$388,576",0.00%,526,Recently
848,849,Trust Wallet Token,TWT/BTC,$0.6682,"$30,387.28","$19,673.31","$378,890",0.00%,895,Recently
849,850,Theta Network,THETA/BNB,$1.25,"$29,013.85","$33,552.70","$447,914",0.00%,606,Recently
850,851,The Graph,GRT/BTC,$0.1623,"$26,286.51","$37,311.50","$394,760",0.00%,922,Recently
851,852,Akropolis,AKRO/BTC,$0.003632,"$22,438.58","$33,738.83","$389,268",0.00%,895,Recently
852,853,Powerledger,POWR/BUSD,$0.2536,"$7,502.21","$12,372.27","$442,976",0.00%,624,Recently
853,854,Alpaca Finance,ALPACA/BUSD,$0.3104,"$6,235.41","$8,609.29","$364,916",0.00%,834,Recently
854,855,Bella Protocol,BEL/TRY,$0.3101,"$4,196.33","$2,459.04","$370,069",0.00%,625,Recently
855,856,Polygon,MATIC/ETH,$0.6487,"$46,078.36","$55,287.85","$392,849",0.00%,536,Recently
856,857,Quantstamp,QSP/BTC,$0.03406,"$7,726.40","$9,331.65","$366,865",0.00%,671,Recently
857,858,Secret,SCRT/BTC,$1.94,"$40,141.59","$71,120.96","$445,859",0.00%,609,Recently
858,859,Bonfida,FIDA/USDT,$0.5776,"$15,158.06","$41,190.44","$431,664",0.00%,759,Recently
859,860,Steem,STEEM/BTC,$0.2678,"$9,668.99","$16,991.90","$440,262",0.00%,828,Recently
860,861,Aergo,AERGO/BUSD,$0.1371,"$4,976.62","$12,294.54","$435,728",0.00%,867,Recently
861,862,1inch Network,1INCH/BTC,$0.9157,"$34,093.29","$38,072.86","$445,562",0.00%,501,Recently
862,863,Litecoin,LTC/BNB,$67.77,"$24,822.03","$24,003.09","$367,292",0.00%,841,Recently
863,864,Standard Tokenization Protocol,STPT/USDT,$0.04603,"$15,350.14","$18,834.67","$375,290",0.00%,785,Recently
864,865,OMG Network,OMG/BTC,$2.40,"$30,969.20","$39,846.23","$427,923",0.00%,732,Recently
865,866,Bitcoin Standard Hashrate Token,BTCST/BTC,$17.28,"$7,910.82","$5,267.17","$371,495",0.00%,712,Recently
866,867,Contentos,COS/TRY,$0.007632,"$2,292.09","$1,758.61","$440,277",0.00%,558,Recently
867,868,Cartesi,CTSI/BNB,$0.1888,"$8,262.50","$41,643.52","$421,641",0.00%,554,Recently
868,869,SushiSwap,SUSHI/BNB,$1.30,"$9,477.73","$20,311.29","$424,256",0.00%,612,Recently
869,870,Aragon,ANT/BTC,$1.66,"$7,758.08","$14,097.18","$432,317",0.00%,654,Recently
870,871,Gala,GALA/BRL,$0.08034,"$6,344.67","$7,858.66","$422,904",0.00%,779,Recently
871,872,ICON,ICX/BUSD,$0.3583,"$32,141.03","$32,920.01","$404,913",0.00%,720,Recently
872,873,JasmyCoin,JASMY/ETH,$0.01231,"$4,924.61","$21,173.35","$398,613",0.00%,771,Recently
873,874,SingularityNET,AGIX/BTC,$0.06529,"$5,456.01","$26,265.86","$396,914",0.00%,529,Recently
874,875,Solana,SOL/GBP,$51.15,"$34,691.97","$30,576.34","$406,170",0.00%,920,Recently
875,876,Cartesi,CTSI/BUSD,$0.1888,"$7,813.35","$28,826.66","$409,050",0.00%,671,Recently
876,877,IOTA,IOTA/BTC,$0.3525,"$32,645.62","$38,236.98","$396,560",0.00%,776,Recently
877,878,Gala,GALA/BNB,$0.08024,"$7,219.80","$19,228.34","$402,247",0.00%,757,Recently
878,879,MobileCoin,MOB/BTC,$1.82,"$39,931.41","$47,800.33","$375,588",0.00%,923,Recently
879,880,Illuvium,ILV/BUSD,$289.44,"$3,778.99","$9,323.76","$370,461",0.00%,594,Recently
880,881,EOS,EOS/EUR,$1.30,"$43,801.93","$42,397.68","$375,020",0.00%,948,Recently
881,882,THORChain,RUNE/ETH,$3.07,"$10,851.71","$31,286.74","$377,904",0.00%,515,Recently
882,883,DeXe,DEXE/BUSD,$3.52,"$4,662.80","$8,447.61","$387,778",0.00%,682,Recently
883,884,Bitcoin Cash,BCH/BNB,$192.58,"$20,574.04","$13,368.28","$375,557",0.00%,641,Recently
884,885,Alpaca Finance,ALPACA/BTC,$0.3104,"$4,628.82","$4,017.10","$374,794",0.00%,762,Recently
885,886,Livepeer,LPT/BTC,$14.09,"$6,980.58","$21,773.11","$366,832",0.00%,762,Recently
886,887,Beta Finance,BETA/BNB,$0.1132,"$12,327.13","$15,445.02","$372,777",0.00%,889,Recently
887,888,Enzyme,MLN/BUSD,$29.72,"$12,601.09","$13,420.38","$373,562",0.00%,728,Recently
888,889,Internet Computer,ICP/BNB,$7.77,"$32,126.57","$51,338.09","$377,000",0.00%,678,Recently
889,890,Polymath,POLY/BTC,$0.2381,"$4,213.43","$9,385.65","$375,786",0.00%,586,Recently
890,891,Dusk Network,DUSK/BTC,$0.1299,"$8,985.60","$8,192.22","$362,882",0.00%,697,Recently
891,892,Curve DAO Token,CRV/ETH,$1.26,"$4,847.34","$24,436.18","$357,659",0.00%,899,Recently
892,893,Nexo,NEXO/BUSD,$1.33,"$10,640.49","$45,214.76","$361,532",0.00%,925,Recently
893,894,WOO Network,WOO/BUSD,$0.1833,"$6,805.48","$11,293.58","$384,292",0.00%,861,Recently
894,895,Status,SNT/ETH,$0.03252,"$3,779.41","$9,989.66","$362,888",0.00%,560,Recently
895,896,Axie Infinity,AXS/BRL,$22.28,"$7,430.19","$8,298.87","$360,067",0.00%,711,Recently
896,897,DigiByte,DGB/BTC,$0.01155,"$34,902.26","$78,461.62","$358,368",0.00%,518,Recently
897,898,Ethereum,ETH/RUB,"$1,963.78","$96,579.88","$31,815.71","$362,470",0.00%,503,Recently
898,899,Bella Protocol,BEL/BUSD,$0.3063,"$6,031.41","$12,581.61","$388,108",0.00%,715,Recently
899,900,Marlin,POND/BUSD,$0.008487,"$6,721.99","$21,142.90","$375,542",0.00%,533,Recently
900,901,Neo,NEO/BUSD,$10.13,"$32,978.62","$35,716.29","$357,438",0.00%,874,Recently
901,902,Tezos,XTZ/BUSD,$1.71,"$43,365.92","$51,770.01","$354,356",0.00%,871,Recently
902,903,Quant,QNT/BUSD,$68.16,"$37,281.91","$26,227.70","$353,549",0.00%,895,Recently
903,904,Ravencoin,RVN/TRY,$0.02975,"$16,628.69","$10,529.08","$351,459",0.00%,605,Recently
904,905,Biconomy,BICO/BUSD,$0.6185,"$27,827.26","$12,659.87","$350,246",0.00%,663,Recently
905,906,Basic Attention Token,BAT/BTC,$0.3802,"$68,293.92","$32,413.42","$345,954",0.00%,591,Recently
906,907,Lido DAO,LDO/BUSD,$1.42,"$11,075.83","$17,797.20","$351,482",0.00%,535,Recently
907,908,Waves,WAVES/ETH,$6.36,"$6,661.33","$18,984.32","$308,432",0.00%,552,Recently
908,909,TROY,TROY/BNB,$0.004041,"$2,105.67","$5,156.93","$337,730",0.00%,862,Recently
909,910,Pax Dollar,USDP/BUSD,$1.00,"$2,153,800.07","$1,607,749.13","$342,471",0.00%,783,Recently
910,911,iExec RLC,RLC/BTC,$0.8429,"$25,093.74","$26,098.27","$305,984",0.00%,596,Recently
911,912,Quant,QNT/BTC,$68.28,"$28,506.60","$28,818.10","$336,009",0.00%,942,Recently
912,913,Loom Network,LOOM/BTC,$0.04994,"$24,598.73","$20,596.65","$304,172",0.00%,639,Recently
913,914,Kyber Network Crystal v2,KNC/BNB,$2.07,"$6,708.38","$10,074.41","$305,205",0.00%,593,Recently
914,915,SKALE Network,SKL/BUSD,$0.08167,"$21,899.54","$20,504.65","$294,983",0.00%,769,Recently
915,916,Automata Network,ATA/BUSD,$0.1481,"$4,446.35","$10,939.88","$335,380",0.00%,843,Recently
916,917,0x,ZRX/BTC,$0.3809,"$25,775.45","$27,782.86","$290,530",0.00%,878,Recently
917,918,Bluzelle,BLZ/BTC,$0.0716,"$8,429.43","$11,188.40","$335,642",0.00%,751,Recently
918,919,Nebulas,NAS/BTC,$0.0892,"$26,767.26","$9,618.63","$290,381",0.00%,937,Recently
919,920,Multichain,MULTI/BTC,$6.95,"$37,196.12","$53,718.56","$331,338",0.00%,796,Recently
920,921,Status,SNT/BTC,$0.03252,"$9,387.92","$11,209.48","$287,023",0.00%,699,Recently
921,922,Frax Share,FXS/BTC,$7.19,"$6,106.45","$9,231.63","$288,965",0.00%,655,Recently
922,923,MOBOX,MBOX/BTC,$1.05,"$3,486.32","$14,568.21","$283,061",0.00%,724,Recently
923,924,ApeCoin,APE/BNB,$7.99,"$19,930.82","$66,712.93","$332,611",0.00%,501,Recently
924,925,Reef,REEF/BTC,$0.004087,"$52,418.57","$166,120.79","$286,339",0.00%,625,Recently
925,926,Fantom,FTM/AUD,$0.3333,$109.68,"$9,253.05","$281,014",0.00%,607,Recently
926,927,Chainlink,LINK/USDC,$7.01,"$32,911.18","$45,730.44","$331,090",0.00%,721,Recently
927,928,FIO Protocol,FIO/BTC,$0.05132,"$12,287.33","$10,234.04","$326,766",0.00%,823,Recently
928,929,Siacoin,SC/BTC,$0.005074,"$131,294.46","$198,320.62","$253,629",0.00%,671,Recently
929,930,ARPA Chain,ARPA/RUB,$0.03257,$755.50,"$1,473.17","$254,328",0.00%,630,Recently
930,931,Filecoin,FIL/BNB,$7.77,"$11,076.82","$31,334.78","$326,840",0.00%,671,Recently
931,932,Serum,SRM/BUSD,$1.16,"$33,451.49","$55,349.02","$328,620",0.00%,766,Recently
932,933,ConstitutionDAO,PEOPLE/BTC,$0.01497,"$10,681.82","$10,867.27","$329,350",0.00%,667,Recently
933,934,Chiliz,CHZ/GBP,$0.1202,"$27,530.95","$30,874.68","$326,079",0.00%,904,Recently
934,935,Stacks,STX/BTC,$0.5147,"$222,966.31","$36,712.76","$253,305",0.00%,893,Recently
935,936,Multichain,MULTI/BUSD,$6.95,"$6,484.42","$45,115.45","$327,057",0.00%,520,Recently
936,937,Beta Finance,BETA/BTC,$0.1132,"$3,205.81","$14,099.23","$255,154",0.00%,713,Recently
937,938,GoChain,GO/BTC,$0.01164,-,"$7,545.21","$251,077",0.00%,913,Recently
938,939,Bounce Finance Governance Token,AUCTION/BUSD,$6.24,"$16,869.29","$27,713.61","$249,918",0.00%,864,Recently
939,940,Balancer,BAL/BUSD,$8.16,"$9,326.23","$13,178.15","$251,934",0.00%,943,Recently
940,941,Wing Finance,WING/BTC,$3.26,"$1,381.10","$6,146.51","$247,829",0.00%,538,Recently
941,942,Unifi Protocol DAO,UNFI/BUSD,$1.97,"$5,881.99","$6,949.51","$247,374",0.00%,823,Recently
942,943,Wanchain,WAN/BTC,$0.2209,"$5,852.25","$8,800.47","$311,252",0.00%,597,Recently
943,944,Chainlink,LINK/GBP,$7.02,"$48,898.88","$64,809.19","$250,943",0.00%,555,Recently
944,945,Render Token,RNDR/BTC,$0.8669,"$25,729.40","$23,813.80","$321,389",0.00%,562,Recently
945,946,Audius,AUDIO/BTC,$0.4148,"$26,578.69","$44,531.05","$318,092",0.00%,891,Recently
946,947,Dogecoin,DOGE/GBP,$0.08523,"$65,950.35","$48,758.42","$319,320",0.00%,755,Recently
947,948,Neo,NEO/ETH,$10.13,"$22,654.60","$39,338.27","$318,305",0.00%,788,Recently
948,949,Helium,HNT/BTC,$8.03,"$10,321.52","$10,186.33","$321,562",0.00%,670,Recently
949,950,Ankr,ANKR/BUSD,$0.03697,"$14,937.71","$24,816.39","$313,371",0.00%,514,Recently
950,951,StormX,STMX/BUSD,$0.009258,"$21,910.56","$26,160.67","$312,543",0.00%,847,Recently
951,952,Storj,STORJ/BTC,$0.5457,"$11,442.37","$25,676.72","$310,907",0.00%,575,Recently
952,953,WAX,WAXP/BTC,$0.1206,"$4,831.15","$8,187.75","$297,383",0.00%,653,Recently
953,954,Ethereum,ETH/UAH,"$2,301.64","$1,964.41","$31,367.20","$293,521",0.00%,524,Recently
954,955,Streamr,DATA/BTC,$0.03246,"$11,549.26","$14,455.06","$246,249",0.00%,610,Recently
955,956,Fetch.ai,FET/BUSD,$0.1737,"$23,065.41","$29,197.49","$246,165",0.00%,646,Recently
956,957,Ocean Protocol,OCEAN/BTC,$0.2174,"$6,872.31","$14,505.34","$244,879",0.00%,717,Recently
957,958,Fantom,FTM/EUR,$0.3329,"$5,993.68","$13,483.53","$295,331",0.00%,834,Recently
958,959,Ankr,ANKR/BTC,$0.03697,"$90,248.86","$82,430.91","$293,249",0.00%,630,Recently
959,960,Solana,SOL/BIDR,$51.02,"$7,872.26","$11,074.71","$291,067",0.00%,760,Recently
960,961,Civic,CVC/BTC,$0.1713,"$9,293.11","$7,729.53","$307,848",0.00%,649,Recently
961,962,Conflux,CFX/BUSD,$0.08307,"$7,496.06","$13,705.87","$245,855",0.00%,667,Recently
962,963,Trust Wallet Token,TWT/TRY,$0.6685,"$1,104.71","$11,557.07","$292,428",0.00%,617,Recently
963,964,Ambire AdEx,ADX/ETH,$0.226,"$3,384.85","$12,430.39","$336,544",0.00%,930,Recently
964,965,Ark,ARK/BTC,$0.4724,"$3,107.88","$5,716.68","$244,406",0.00%,859,Recently
965,966,Yield Guild Games,YGG/BUSD,$0.5565,"$13,108.65","$31,564.11","$276,119",0.00%,714,Recently
966,967,JUST,JST/BUSD,$0.03982,"$19,486.08","$23,882.36","$281,766",0.00%,709,Recently
967,968,Beam,BEAM/BTC,$0.1398,"$7,779.24","$11,432.79","$244,417",0.00%,861,Recently
968,969,Terra Virtua Kolect,TVK/BUSD,$0.03763,"$3,224.42","$7,985.20","$238,390",0.00%,817,Recently
969,970,Ravencoin,RVN/BUSD,$0.02919,"$12,371.44","$15,576.73","$242,010",0.00%,589,Recently
970,971,Moonriver,MOVR/BUSD,$22.44,"$3,138.91","$10,889.74","$243,070",0.00%,720,Recently
971,972,Qtum,QTUM/BTC,$3.89,"$25,543.05","$38,166.16","$239,911",0.00%,752,Recently
972,973,Convex Finance,CVX/BUSD,$11.05,"$1,575.56","$9,106.81","$241,219",0.00%,705,Recently
973,974,TRON,TRX/XRP,$0.07211,"$9,214.53","$11,139.64","$269,310",0.00%,937,Recently
974,975,Spartan Protocol,SPARTA/BNB,$0.05215,"$2,466.82","$5,313.35","$239,564",0.00%,826,Recently
975,976,Perpetual Protocol,PERP/BTC,$1.12,"$15,829.64","$3,533.12","$280,616",0.00%,617,Recently
976,977,SuperRare,RARE/BTC,$0.2215,"$4,079.72","$8,831.78","$280,028",0.00%,628,Recently
977,978,ICON,ICX/BTC,$0.3583,"$29,809.67","$27,533.91","$280,122",0.00%,534,Recently
978,979,Flow,FLOW/BNB,$2.77,"$31,317.89","$80,005.59","$276,869",0.00%,581,Recently
979,980,Measurable Data Token,MDT/BTC,$0.0327,"$13,333.05","$7,243.66","$279,571",0.00%,638,Recently
980,981,Loopring,LRC/ETH,$0.46,"$24,854.31","$34,960.24","$266,729",0.00%,890,Recently
981,982,Shiba Inu,SHIB/AUD,$0.00001188,"$2,343.32","$9,758.83","$272,657",0.00%,613,Recently
982,983,Secret,SCRT/ETH,$1.93,"$40,166.86","$62,844.94","$271,207",0.00%,619,Recently
983,984,Celer Network,CELR/BTC,$0.01657,"$37,164.94","$87,397.79","$268,974",0.00%,895,Recently
984,985,Contentos,COS/BUSD,$0.007455,"$3,085.40","$7,767.11","$251,776",0.00%,613,Recently
985,986,Mask Network,MASK/BUSD,$1.67,"$22,375.66","$26,323.73","$266,139",0.00%,633,Recently
986,987,Everipedia,IQ/BUSD,$0.005804,"$3,424.55","$1,362.37","$264,174",0.00%,572,Recently
987,988,THORChain,RUNE/EUR,$3.07,"$22,640.44","$23,359.46","$262,563",0.00%,612,Recently
988,989,NEAR Protocol,NEAR/BNB,$6.08,"$20,440.15","$37,596.91","$263,869",0.00%,896,Recently
989,990,Alpha Venture DAO,ALPHA/BTC,$0.1462,"$20,471.38","$26,580.65","$256,957",0.00%,646,Recently
990,991,BarnBridge,BOND/BTC,$3.55,"$9,891.16","$20,063.47","$260,704",0.00%,725,Recently
991,992,Ethereum Classic,ETC/ETH,$20.25,"$13,984.04","$46,548.04","$257,504",0.00%,532,Recently
992,993,Highstreet,HIGH/BNB,$1.94,"$3,021.78","$8,914.90","$265,106",0.00%,628,Recently
993,994,Augur,REP/USDT,$7.11,"$11,433.21","$14,025.02","$260,822",0.00%,589,Recently
994,995,SuperFarm,SUPER/BUSD,$0.1931,"$5,965.49","$5,732.13","$251,590",0.00%,784,Recently
995,996,Decentraland,MANA/ETH,$1.07,"$46,120.49","$44,776.92","$265,452",0.00%,530,Recently
996,997,Convex Finance,CVX/BTC,$11.05,"$2,264.28","$6,162.39","$247,917",0.00%,860,Recently
997,998,Streamr,DATA/BUSD,$0.03246,"$12,499.45","$6,599.53","$261,682",0.00%,672,Recently
998,999,ConstitutionDAO,PEOPLE/BNB,$0.0149,"$3,608.86","$13,107.42","$238,866",0.00%,668,Recently
999,1000,Uniswap,UNI/ETH,$5.02,"$54,148.12","$16,981.15","$264,688",0.00%,653,Recently
1000,1001,Enjin Coin,ENJ/TRY,$0.6781,"$6,977.89","$7,385.23","$237,963",0.00%,913,Recently
1001,1002,VIDT Datalink,VIDT/BTC,$0.1807,"$6,733.77","$8,838.06","$235,645",0.00%,853,Recently
1002,1003,DODO,DODO/BTC,$0.1495,"$4,280.97","$139,462.52","$236,662",0.00%,785,Recently
1003,1004,Bitcoin Gold,BTG/USDT,$18.38,"$8,479.37","$30,225.21","$235,467",0.00%,812,Recently
1004,1005,Travala.com,AVA/BUSD,$0.7232,"$10,275.19","$9,412.31","$231,189",0.00%,865,Recently
1005,1006,Oasis Network,ROSE/ETH,$0.07208,"$4,873.56","$17,187.57","$232,281",0.00%,814,Recently
1006,1007,API3,API3/BUSD,$1.74,"$4,214.33","$13,544.17","$230,981",0.00%,510,Recently
1007,1008,0x,ZRX/BUSD,$0.3809,"$28,897.70","$30,429.37","$233,939",0.00%,909,Recently
1008,1009,Zilliqa,ZIL/ETH,$0.04923,"$27,381.82","$35,791.07","$228,210",0.00%,505,Recently
1009,1010,Verge,XVG/BTC,$0.005055,"$104,264.80","$112,508.68","$226,746",0.00%,524,Recently
1010,1011,Bella Protocol,BEL/BNB,$0.3059,"$1,611.58","$10,175.41","$229,124",0.00%,845,Recently
1011,1012,aelf,ELF/BTC,$0.1518,"$4,252.00","$7,872.64","$226,715",0.00%,636,Recently
1012,1013,Bitcoin Cash,BCH/EUR,$192.82,"$51,556.59","$41,204.99","$227,741",0.00%,501,Recently
1013,1014,Ampleforth Governance Token,FORTH/BTC,$3.39,"$3,561.58","$13,437.27","$223,945",0.00%,908,Recently
1014,1015,Drep [new],DREP/BTC,$0.7121,"$10,410.39","$6,494.84","$223,928",0.00%,746,Recently
1015,1016,SKALE Network,SKL/BTC,$0.08173,"$27,606.25","$24,471.69","$223,160",0.00%,519,Recently
1016,1017,aelf,ELF/BUSD,$0.1521,"$2,335.98","$7,566.16","$228,685",0.00%,940,Recently
1017,1018,Alchemix,ALCX/BUSD,$31.83,"$3,677.22","$20,595.47","$221,865",0.00%,744,Recently
1018,1019,ApeCoin,APE/GBP,$7.99,"$6,647.24","$22,907.57","$223,029",0.00%,557,Recently
1019,1020,WOO Network,WOO/BNB,$0.183,"$11,486.86","$7,665.11","$217,874",0.00%,511,Recently
1020,1021,Nexo,NEXO/BTC,$1.33,"$14,894.66","$12,252.93","$222,938",0.00%,803,Recently
1021,1022,Dock,DOCK/BUSD,$0.01987,"$3,003.06","$3,062.97","$218,769",0.00%,877,Recently
1022,1023,NEM,XEM/BTC,$0.05576,"$25,364.10","$25,445.13","$217,140",0.00%,651,Recently
1023,1024,Dego Finance,DEGO/BUSD,$1.28,"$2,117.90","$5,521.06","$212,946",0.00%,878,Recently
1024,1025,Mdex,MDX/BUSD,$0.09678,"$4,206.58","$7,416.49","$217,921",0.00%,827,Recently
1025,1026,The Sandbox,SAND/BRL,$1.23,"$3,819.92","$5,989.28","$220,382",0.00%,932,Recently
